ride_id,timestamp,hour,day,weekday,month,is_weekend,zone_id,weather,traffic_level,event_flag,distance_km,duration_min,fare_usd,surge_multiplier,wait_time_min,driver_earnings_usd,cancelled,demand_score,efficiency,peak_hour,congestion_index,cancellation_risk,zone_demand_density,driver_opportunity_score
26895,2023-11-04 09:52:46,9,4,5,11,1,Z04,Fog,Low,0,10.72,33.0,25.5,1.0,6.6,18.76,0,0.998,2.379,1,0.384,0.05,0.433,2.837
17710,2023-11-04 09:59:40,9,4,5,11,1,Z20,Cloudy,Medium,0,1.61,8.2,10.37,1.19,4.9,7.71,0,1.016,6.441,1,0.619,0.05,0.587,1.599
32579,2023-11-04 10:04:01,10,4,5,11,1,Z16,Cloudy,Medium,0,11.13,50.6,41.84,1.0,9.6,30.7,0,0.736,3.759,0,0.554,0.05,0.469,2.354
22769,2023-11-04 10:12:37,10,4,5,11,1,Z02,Cloudy,Medium,1,0.5,2.0,6.27,1.15,7.6,4.73,0,1.16,12.54,0,0.652,0.05,0.879,0.722
7555,2023-11-04 10:15:31,10,4,5,11,1,Z19,Fog,Medium,0,9.13,41.8,21.21,1.0,6.0,16.78,0,0.569,2.323,0,0.516,0.05,0.349,1.591
20933,2023-11-04 10:18:47,10,4,5,11,1,Z17,Clear,Low,0,3.09,13.6,18.7,1.0,6.7,13.63,0,0.534,6.052,0,0.277,0.05,0.242,1.086
23379,2023-11-04 10:26:00,10,4,5,11,1,Z02,Clear,Low,0,3.23,14.1,26.93,1.0,6.2,21.02,0,0.782,8.337,0,0.334,0.05,0.593,2.651
48944,2023-11-04 11:03:59,11,4,5,11,1,Z02,Clear,High,0,4.28,27.1,32.96,1.0,10.7,25.16,0,0.899,7.701,0,0.9,0.17,0.682,2.114
32093,2023-11-04 11:11:31,11,4,5,11,1,Z09,Rainy,Medium,0,9.43,41.4,14.82,1.16,7.9,11.11,0,1.268,1.572,0,0.677,0.13,0.958,1.783
19146,2023-11-04 11:12:29,11,4,5,11,1,Z20,Clear,High,0,2.39,16.7,16.74,1.0,5.9,12.15,0,0.719,7.004,0,0.858,0.05,0.415,1.481
20449,2023-11-04 11:43:09,11,4,5,11,1,Z07,Clear,Medium,0,5.57,23.3,19.25,1.0,5.2,14.19,0,0.408,3.456,0,0.479,0.05,0.197,1.113
16210,2023-11-04 11:44:03,11,4,5,11,1,Z01,Rainy,High,0,11.2,70.3,51.29,1.27,9.2,38.99,0,1.047,4.579,0,0.934,0.13,0.654,4.437
3293,2023-11-04 11:44:38,11,4,5,11,1,Z04,Rainy,Low,0,8.51,30.6,20.03,1.0,7.0,15.73,0,0.84,2.354,0,0.348,0.13,0.364,1.888
38543,2023-11-04 11:52:25,11,4,5,11,1,Z15,Clear,Medium,0,11.18,47.9,40.42,1.0,6.9,30.36,0,0.911,3.615,0,0.595,0.05,0.465,4.008
32706,2023-11-04 11:54:50,11,4,5,11,1,Z03,Cloudy,Low,0,4.97,21.4,15.83,1.08,5.5,12.3,0,1.306,3.185,0,0.455,0.05,1.201,2.921
12444,2023-11-04 11:56:48,11,4,5,11,1,Z18,Rainy,Medium,0,8.96,41.0,38.23,1.06,8.7,28.42,0,1.427,4.267,0,0.714,0.13,1.294,4.662
45238,2023-11-04 11:59:05,11,4,5,11,1,Z09,Cloudy,Low,0,6.84,23.4,10.73,1.22,3.8,8.53,0,1.081,1.569,0,0.403,0.05,0.817,2.427
26595,2023-11-04 12:13:56,12,4,5,11,1,Z19,Rainy,Low,0,6.54,24.0,17.05,1.26,7.1,13.24,0,1.07,2.607,0,0.401,0.13,0.657,1.995
238,2023-11-04 12:16:36,12,4,5,11,1,Z02,Clear,High,0,2.89,20.3,21.2,1.0,10.3,16.06,0,0.994,7.336,0,0.922,0.17,0.754,1.55
37778,2023-11-04 13:05:05,13,4,5,11,1,Z11,Clear,Medium,1,1.5,6.5,9.8,1.05,9.4,7.28,0,1.396,6.533,0,0.707,0.05,1.236,1.081
49761,2023-11-04 13:10:38,13,4,5,11,1,Z05,Rainy,High,1,6.46,38.4,19.46,1.08,9.6,15.07,1,1.203,3.012,0,0.97,0.13,0.612,1.888
24231,2023-11-04 13:10:55,13,4,5,11,1,Z18,Clear,Medium,0,3.72,14.3,18.37,1.26,4.5,13.66,0,1.084,4.938,0,0.635,0.05,0.983,3.291
13093,2023-11-04 13:16:02,13,4,5,11,1,Z18,Cloudy,Medium,0,7.1,33.1,30.98,1.07,9.5,23.1,0,1.136,4.363,0,0.647,0.05,1.03,2.762
35260,2023-11-04 13:33:23,13,4,5,11,1,Z07,Clear,High,0,4.76,26.8,13.55,1.0,7.4,10.39,0,0.702,2.847,0,0.854,0.05,0.34,0.986
36868,2023-11-04 13:40:04,13,4,5,11,1,Z03,Cloudy,Medium,1,8.44,36.2,51.61,2.22,7.0,39.67,1,1.689,6.115,0,0.774,0.05,1.553,9.572
8762,2023-11-04 13:51:24,13,4,5,11,1,Z12,Rainy,Medium,0,6.08,27.4,26.45,1.27,10.5,20.0,1,1.091,4.35,0,0.636,0.25,0.594,2.078
24878,2023-11-04 14:03:52,14,4,5,11,1,Z20,Clear,Low,0,0.5,2.2,4.71,1.0,5.5,3.55,0,0.388,9.42,0,0.243,0.05,0.224,0.25
25857,2023-11-04 14:10:06,14,4,5,11,1,Z03,Clear,Medium,0,8.48,40.1,21.81,1.0,7.8,16.86,0,0.788,2.572,0,0.566,0.05,0.725,1.703
30783,2023-11-04 14:32:11,14,4,5,11,1,Z05,Snow,Low,0,1.25,3.8,3.0,1.0,3.3,2.32,0,0.426,2.4,0,0.252,0.13,0.217,0.299
7024,2023-11-04 14:40:09,14,4,5,11,1,Z08,Clear,High,0,2.8,18.3,10.42,1.0,7.1,8.24,0,0.238,3.721,0,0.747,0.05,0.108,0.276
7760,2023-11-04 14:46:55,14,4,5,11,1,Z12,Clear,High,0,6.44,40.0,20.72,1.0,3.0,16.07,0,0.573,3.217,0,0.825,0.05,0.312,3.069
45527,2023-11-04 15:09:39,15,4,5,11,1,Z12,Cloudy,High,0,8.57,56.3,27.74,1.0,6.9,21.93,0,0.583,3.237,0,0.827,0.05,0.318,1.853
11612,2023-11-04 15:13:53,15,4,5,11,1,Z08,Clear,High,0,4.93,32.4,21.14,1.0,7.3,16.22,0,0.286,4.288,0,0.758,0.05,0.13,0.635
10967,2023-11-04 15:14:19,15,4,5,11,1,Z02,Rainy,Medium,0,1.86,5.2,16.84,1.0,2.3,12.94,0,0.657,9.054,0,0.536,0.13,0.498,3.696
3479,2023-11-04 17:05:58,17,4,5,11,1,Z20,Clear,Medium,0,0.5,2.3,3.24,1.08,8.5,2.57,0,1.382,6.48,1,0.704,0.05,0.798,0.418
6806,2023-11-04 17:17:14,17,4,5,11,1,Z03,Cloudy,Medium,0,9.96,42.7,47.46,1.81,10.6,35.15,0,1.936,4.765,1,0.831,0.22,1.781,6.42
8154,2023-11-04 17:31:38,17,4,5,11,1,Z08,Cloudy,Low,0,6.42,20.8,34.98,1.25,6.3,25.59,0,1.049,5.449,1,0.396,0.05,0.477,4.261
32473,2023-11-04 17:36:12,17,4,5,11,1,Z12,Cloudy,Medium,0,7.22,33.3,27.8,1.14,10.3,20.88,0,1.333,3.85,1,0.692,0.17,0.726,2.702
26153,2023-11-04 17:38:50,17,4,5,11,1,Z15,Rainy,Medium,0,9.47,42.0,44.71,1.29,4.8,32.68,0,1.231,4.721,1,0.669,0.13,0.629,8.381
19093,2023-11-04 18:34:56,18,4,5,11,1,Z04,Rainy,Low,0,9.11,30.2,25.73,1.07,9.5,18.56,0,1.1,2.824,1,0.408,0.13,0.477,2.149
28810,2023-11-04 18:36:52,18,4,5,11,1,Z02,Clear,Low,0,2.05,4.6,24.96,1.54,8.6,18.83,0,1.838,12.176,1,0.578,0.1,1.393,4.024
29070,2023-11-04 18:49:27,18,4,5,11,1,Z05,Snow,Low,0,5.55,16.9,27.69,1.68,8.7,21.96,0,1.779,4.989,1,0.564,0.13,0.906,4.49
1817,2023-11-04 18:52:25,18,4,5,11,1,Z12,Clear,High,0,5.87,34.4,23.28,1.26,7.8,17.68,0,1.201,3.966,1,0.969,0.05,0.654,2.722
48992,2023-11-04 18:54:37,18,4,5,11,1,Z08,Clear,Low,0,8.4,31.1,46.99,1.2,4.5,35.67,0,1.033,5.594,1,0.392,0.05,0.469,8.188
17507,2023-11-04 18:57:23,18,4,5,11,1,Z09,Rainy,Medium,0,9.35,41.5,15.56,1.3,11.1,11.61,0,1.716,1.664,1,0.781,0.25,1.296,1.795
6861,2023-11-04 19:01:43,19,4,5,11,1,Z02,Clear,Low,0,2.41,8.7,30.83,1.53,6.2,24.08,0,1.717,12.793,1,0.55,0.05,1.302,6.669
49721,2023-11-04 19:03:10,19,4,5,11,1,Z08,Cloudy,High,0,3.0,19.0,14.44,1.27,10.4,10.96,1,1.032,4.813,1,0.93,0.17,0.469,1.088
34206,2023-11-04 19:05:28,19,4,5,11,1,Z03,Snow,Low,0,8.49,30.4,43.19,2.06,10.2,31.8,0,3.0,5.087,1,0.846,0.3,2.759,9.353
14410,2023-11-04 19:16:47,19,4,5,11,1,Z14,Fog,High,0,5.59,34.1,70.61,2.39,11.6,52.98,0,2.152,12.631,1,1.189,0.22,1.836,9.829
49733,2023-11-04 19:21:41,19,4,5,11,1,Z17,Cloudy,High,0,0.5,4.0,3.04,1.0,8.7,2.21,0,0.911,6.08,1,0.903,0.05,0.413,0.231
32751,2023-11-04 19:40:17,19,4,5,11,1,Z16,Clear,Low,1,9.82,32.9,82.14,2.38,9.1,64.92,0,1.926,8.365,1,0.598,0.1,1.227,13.74
24861,2023-11-04 19:45:12,19,4,5,11,1,Z17,Clear,Low,0,0.88,2.0,4.65,1.0,1.8,3.67,0,0.881,5.284,1,0.357,0.05,0.399,1.796
34836,2023-11-04 19:48:26,19,4,5,11,1,Z12,Clear,Low,0,7.33,23.8,24.97,1.11,6.0,19.11,0,1.421,3.407,1,0.482,0.05,0.774,4.526
45325,2023-11-04 19:49:01,19,4,5,11,1,Z01,Cloudy,Low,0,9.44,30.4,86.11,2.44,5.4,65.64,1,1.581,9.122,1,0.519,0.05,0.988,19.218
47738,2023-11-04 19:51:26,19,4,5,11,1,Z16,Clear,Medium,1,9.79,42.8,78.47,2.22,10.4,61.27,0,2.122,8.015,1,0.874,0.22,1.352,12.501
32551,2023-11-04 19:58:25,19,4,5,11,1,Z17,Cloudy,High,0,0.5,2.0,4.47,1.0,12.1,3.32,0,0.937,8.94,1,0.909,0.17,0.425,0.257
3985,2023-11-04 20:14:24,20,4,5,11,1,Z16,Rainy,High,0,4.03,23.6,32.92,2.24,16.0,25.74,0,2.243,8.169,1,1.21,0.3,1.429,3.608
35000,2023-11-04 20:17:36,20,4,5,11,1,Z06,Fog,Medium,0,4.09,17.5,4.96,1.0,8.1,3.87,0,0.701,1.213,1,0.546,0.05,0.283,0.335
49598,2023-11-04 20:34:15,20,4,5,11,1,Z17,Clear,Medium,0,0.5,2.0,4.11,1.09,10.5,3.19,0,1.054,8.22,1,0.628,0.17,0.478,0.32
16582,2023-11-04 20:42:16,20,4,5,11,1,Z04,Clear,Low,0,9.23,33.4,21.28,1.0,6.0,16.65,0,0.954,2.306,1,0.374,0.05,0.414,2.647
25993,2023-11-04 20:51:07,20,4,5,11,1,Z07,Clear,High,0,3.15,16.8,7.33,1.0,8.2,5.68,0,0.845,2.327,1,0.887,0.05,0.409,0.585
1039,2023-11-04 20:51:52,20,4,5,11,1,Z18,Cloudy,Medium,0,3.62,15.0,20.88,1.54,9.4,15.88,0,1.813,5.768,1,0.803,0.1,1.644,3.063
37463,2023-11-04 20:57:14,20,4,5,11,1,Z13,Fog,Low,0,4.41,11.5,33.83,1.0,3.9,26.54,0,0.924,7.671,1,0.367,0.05,0.389,6.288
16400,2023-11-04 21:34:46,21,4,5,11,1,Z14,Clear,Medium,0,0.87,3.4,5.97,1.0,6.0,4.75,0,0.955,6.862,0,0.605,0.05,0.815,0.756
38445,2023-11-04 21:45:43,21,4,5,11,1,Z10,Rainy,Medium,0,10.3,47.4,7.1,1.0,6.9,5.18,0,0.924,0.689,0,0.598,0.13,0.619,0.694
14071,2023-11-04 21:52:16,21,4,5,11,1,Z10,Clear,Medium,0,8.31,40.2,6.33,1.0,5.3,4.8,0,0.835,0.762,0,0.577,0.05,0.56,0.756
33489,2023-11-04 22:08:30,22,4,5,11,1,Z20,Clear,High,0,0.5,2.0,3.84,1.0,7.1,3.07,0,0.883,7.68,0,0.896,0.05,0.51,0.382
13162,2023-11-04 22:09:13,22,4,5,11,1,Z14,Clear,High,0,6.77,40.8,43.06,1.29,8.5,32.66,0,1.216,6.36,0,0.973,0.05,1.038,4.672
7619,2023-11-04 22:15:37,22,4,5,11,1,Z05,Clear,Low,0,5.21,15.7,15.92,1.14,4.0,12.28,0,1.014,3.056,0,0.388,0.05,0.516,3.113
6569,2023-11-04 22:49:59,22,4,5,11,1,Z06,Clear,Low,0,6.96,24.1,10.42,1.0,5.6,8.03,0,0.631,1.497,0,0.299,0.05,0.255,0.905
13272,2023-11-04 22:53:10,22,4,5,11,1,Z18,Clear,Medium,0,9.04,41.5,40.32,1.19,11.1,29.79,0,1.29,4.46,0,0.682,0.17,1.17,3.462
8489,2023-11-04 23:01:40,23,4,5,11,1,Z12,Cloudy,High,0,8.9,53.9,27.58,1.0,8.1,20.96,0,0.653,3.099,0,0.843,0.05,0.356,1.69
4923,2023-11-04 23:03:04,23,4,5,11,1,Z02,Clear,High,0,1.61,12.9,16.44,1.05,9.2,11.87,0,1.186,10.211,0,0.966,0.05,0.899,1.53
7470,2023-11-04 23:05:54,23,4,5,11,1,Z07,Cloudy,High,0,3.59,21.9,9.03,1.0,7.2,6.57,0,0.699,2.515,0,0.854,0.05,0.338,0.638
3317,2023-11-04 23:08:07,23,4,5,11,1,Z16,Clear,High,1,8.98,51.8,36.1,1.15,9.8,28.4,0,1.408,4.02,0,1.017,0.05,0.897,4.08
14131,2023-11-04 23:16:40,23,4,5,11,1,Z18,Clear,Medium,0,5.52,22.3,23.19,1.03,7.4,16.72,0,1.357,4.201,0,0.698,0.05,1.23,3.066
27811,2023-11-04 23:20:25,23,4,5,11,1,Z16,Cloudy,Low,0,6.45,23.6,26.74,1.03,6.4,19.74,0,1.046,4.146,0,0.395,0.05,0.666,3.226
20018,2023-11-04 23:29:08,23,4,5,11,1,Z06,Rainy,Low,0,8.35,31.5,8.0,1.0,2.7,6.31,0,0.686,0.958,0,0.312,0.13,0.277,1.603
1139,2023-11-04 23:48:36,23,4,5,11,1,Z17,Cloudy,Medium,0,1.24,7.3,8.52,1.0,9.2,6.13,1,0.675,6.871,0,0.54,0.05,0.306,0.45
26491,2023-11-04 23:58:04,23,4,5,11,1,Z08,Clear,Medium,0,5.04,24.2,23.71,1.0,8.0,17.88,0,0.748,4.704,0,0.557,0.05,0.34,1.672
44234,2023-11-05 00:02:19,0,5,6,11,1,Z10,Cloudy,Medium,0,13.29,59.5,6.1,1.0,7.3,4.59,0,0.1,0.459,0,0.408,0.05,0.067,0.063
40497,2023-11-05 00:05:32,0,5,6,11,1,Z08,Clear,Low,0,6.46,20.2,30.39,1.0,1.0,22.26,0,0.172,4.704,0,0.194,0.05,0.078,3.829
22040,2023-11-05 00:48:46,0,5,6,11,1,Z14,Clear,Low,0,5.12,12.9,23.21,1.0,1.7,18.39,0,0.37,4.533,0,0.239,0.05,0.316,4.003
31605,2023-11-05 00:52:20,0,5,6,11,1,Z14,Clear,Low,0,0.54,2.0,4.65,1.0,5.0,3.61,1,0.304,8.611,0,0.224,0.05,0.259,0.219
5836,2023-11-05 00:52:33,0,5,6,11,1,Z19,Cloudy,Medium,0,4.13,18.9,7.83,1.0,4.0,5.67,0,0.273,1.896,0,0.448,0.05,0.168,0.387
5187,2023-11-05 01:00:15,1,5,6,11,1,Z18,Fog,Medium,0,10.29,45.3,41.79,1.0,5.3,31.13,0,0.443,4.061,0,0.487,0.05,0.402,2.602
29912,2023-11-05 01:25:49,1,5,6,11,1,Z07,Snow,Low,0,2.95,7.6,10.12,1.0,9.4,7.83,0,0.406,3.431,0,0.248,0.13,0.196,0.338
11292,2023-11-05 01:35:32,1,5,6,11,1,Z15,Cloudy,Low,0,10.13,37.9,36.56,1.0,2.7,28.04,0,0.224,3.609,0,0.206,0.05,0.114,2.326
44562,2023-11-05 01:41:45,1,5,6,11,1,Z07,Fog,Medium,0,2.12,8.3,8.21,1.0,5.5,6.19,0,0.132,3.873,0,0.415,0.05,0.064,0.149
34183,2023-11-05 01:58:46,1,5,6,11,1,Z15,Cloudy,Low,0,6.36,23.0,24.09,1.0,3.2,17.51,0,0.171,3.788,0,0.193,0.05,0.087,0.936
39474,2023-11-05 02:31:52,2,5,6,11,1,Z02,Clear,Medium,0,2.86,16.0,20.71,1.0,6.2,15.11,0,0.22,7.241,0,0.435,0.05,0.167,0.536
47879,2023-11-05 03:01:51,3,5,6,11,1,Z13,Clear,Low,0,4.14,15.4,31.5,1.0,3.0,22.87,0,0.162,7.609,0,0.191,0.05,0.068,1.235
22649,2023-11-05 03:02:25,3,5,6,11,1,Z09,Clear,Low,1,7.53,26.9,8.88,1.0,4.5,6.9,0,0.431,1.179,0,0.253,0.05,0.326,0.661
44502,2023-11-05 03:03:35,3,5,6,11,1,Z16,Clear,High,0,9.61,58.5,34.15,1.0,4.2,27.11,0,0.1,3.554,0,0.715,0.05,0.064,0.645
10816,2023-11-05 03:11:11,3,5,6,11,1,Z19,Cloudy,Low,0,4.19,16.5,8.56,1.0,5.2,6.81,0,0.304,2.043,0,0.224,0.05,0.187,0.398
10196,2023-11-05 03:13:45,3,5,6,11,1,Z17,Cloudy,High,0,1.21,9.1,11.28,1.0,5.5,8.44,0,0.1,9.322,0,0.715,0.05,0.045,0.153
7480,2023-11-05 03:27:20,3,5,6,11,1,Z13,Rainy,Low,0,5.73,20.2,43.97,1.0,2.5,33.08,0,0.187,7.674,0,0.197,0.13,0.079,2.474
2894,2023-11-05 03:30:14,3,5,6,11,1,Z02,Clear,Medium,0,1.08,3.5,10.27,1.0,3.5,7.61,0,0.24,9.509,0,0.44,0.05,0.182,0.522
23814,2023-11-05 04:21:52,4,5,6,11,1,Z07,Clear,Medium,0,8.0,36.3,19.95,1.0,2.2,14.77,0,0.1,2.494,0,0.408,0.05,0.048,0.671
24039,2023-11-05 04:23:44,4,5,6,11,1,Z06,Rainy,Medium,0,6.37,28.7,6.74,1.0,6.5,5.32,0,0.244,1.058,0,0.441,0.13,0.099,0.2
45844,2023-11-05 04:41:14,4,5,6,11,1,Z04,Clear,Low,0,6.9,22.4,20.68,1.0,1.4,15.49,0,0.237,2.997,0,0.209,0.05,0.103,2.622
2609,2023-11-05 04:47:20,4,5,6,11,1,Z05,Snow,Low,0,7.5,27.4,21.07,1.0,4.3,15.66,0,0.256,2.809,0,0.213,0.13,0.13,0.932
17850,2023-11-05 04:56:56,4,5,6,11,1,Z16,Clear,Medium,0,6.96,29.8,23.65,1.0,6.8,18.8,0,0.21,3.398,0,0.433,0.05,0.134,0.581
48380,2023-11-05 05:04:39,5,5,6,11,1,Z13,Cloudy,Medium,0,5.76,27.9,48.21,1.0,4.2,37.67,0,0.1,8.37,0,0.408,0.05,0.042,0.897
34648,2023-11-05 05:16:50,5,5,6,11,1,Z07,Cloudy,Low,0,7.03,25.0,22.19,1.0,1.0,17.49,0,0.25,3.156,0,0.212,0.05,0.121,4.372
26984,2023-11-05 05:20:02,5,5,6,11,1,Z17,Fog,Medium,1,3.22,12.8,24.48,1.0,4.9,18.41,0,0.362,7.602,0,0.468,0.05,0.164,1.36
43161,2023-11-05 05:36:33,5,5,6,11,1,Z01,Clear,Medium,0,5.32,25.9,19.5,1.0,4.7,14.07,0,0.288,3.665,0,0.451,0.05,0.18,0.862
14569,2023-11-05 05:48:20,5,5,6,11,1,Z12,Clear,High,0,7.13,42.7,26.26,1.0,2.5,19.78,1,0.179,3.683,0,0.734,0.05,0.097,1.416
38438,2023-11-05 06:20:23,6,5,6,11,1,Z20,Clear,Low,0,4.27,14.9,29.72,1.0,3.8,23.03,0,0.482,6.96,0,0.265,0.05,0.278,2.921
4375,2023-11-05 06:31:20,6,5,6,11,1,Z05,Clear,High,1,7.26,43.5,19.14,1.0,5.5,13.92,0,0.576,2.636,0,0.825,0.05,0.293,1.458
29369,2023-11-05 06:42:05,6,5,6,11,1,Z04,Clear,Low,0,8.51,30.2,18.41,1.0,5.1,14.62,0,0.563,2.163,0,0.284,0.05,0.244,1.614
30940,2023-11-05 06:50:14,6,5,6,11,1,Z19,Clear,Low,1,6.73,20.6,13.23,1.0,6.6,9.64,0,0.953,1.966,0,0.374,0.05,0.585,1.392
24998,2023-11-05 06:59:18,6,5,6,11,1,Z09,Cloudy,Low,0,6.87,25.8,8.13,1.0,7.8,6.15,0,0.724,1.183,0,0.321,0.05,0.547,0.571
27691,2023-11-05 07:24:39,7,5,6,11,1,Z12,Cloudy,Low,0,4.47,13.7,15.8,1.08,6.7,11.63,0,1.006,3.535,1,0.386,0.05,0.548,1.746
22413,2023-11-05 07:33:13,7,5,6,11,1,Z19,Clear,Medium,0,4.91,21.9,11.37,1.17,10.1,8.38,0,1.327,2.316,1,0.691,0.17,0.815,1.101
24854,2023-11-05 07:43:31,7,5,6,11,1,Z12,Clear,High,0,6.73,41.2,27.83,1.1,9.4,22.24,0,1.04,4.135,1,0.932,0.05,0.566,2.461
25679,2023-11-05 07:47:23,7,5,6,11,1,Z04,Clear,Medium,0,10.18,49.0,23.27,1.0,9.2,17.41,0,0.88,2.286,1,0.588,0.05,0.382,1.665
21980,2023-11-05 07:48:17,7,5,6,11,1,Z06,Fog,Low,0,8.11,28.2,9.63,1.0,3.5,7.28,0,0.688,1.187,1,0.313,0.05,0.278,1.431
17491,2023-11-05 07:57:23,7,5,6,11,1,Z16,Fog,Low,0,6.3,22.7,29.33,1.24,9.2,22.36,0,1.326,4.656,1,0.46,0.05,0.845,3.223
27061,2023-11-05 08:35:13,8,5,6,11,1,Z05,Rainy,Medium,0,6.27,28.4,17.68,1.07,8.1,13.73,0,1.374,2.82,1,0.702,0.13,0.699,2.329
23718,2023-11-05 08:37:52,8,5,6,11,1,Z19,Fog,Low,0,10.24,33.9,24.79,1.04,4.2,17.95,0,1.196,2.421,1,0.43,0.05,0.734,5.111
28035,2023-11-05 08:56:04,8,5,6,11,1,Z20,Clear,High,0,1.53,8.1,12.55,1.0,8.0,9.26,1,0.869,8.203,1,0.893,0.05,0.502,1.006
2303,2023-11-05 09:07:09,9,5,6,11,1,Z13,Clear,Low,0,1.45,8.6,8.85,1.0,3.4,6.7,0,0.874,6.103,1,0.356,0.05,0.368,1.722
41897,2023-11-05 09:23:26,9,5,6,11,1,Z10,Rainy,Low,0,11.67,41.2,17.01,1.69,5.6,13.5,0,1.7,1.458,1,0.546,0.13,1.14,4.098
8725,2023-11-05 10:10:04,10,5,6,11,1,Z03,Rainy,Medium,0,9.96,44.7,25.82,1.0,5.7,19.23,0,0.87,2.592,0,0.585,0.13,0.8,2.935
14390,2023-11-05 10:11:46,10,5,6,11,1,Z12,Clear,Medium,0,8.43,39.6,29.58,1.0,7.5,23.07,0,0.705,3.509,0,0.547,0.05,0.384,2.169
9697,2023-11-05 10:20:11,10,5,6,11,1,Z09,Fog,High,0,5.99,33.2,7.14,1.0,8.3,5.65,0,0.803,1.192,0,0.878,0.05,0.607,0.547
40476,2023-11-05 10:29:04,10,5,6,11,1,Z04,Clear,Medium,0,10.7,49.1,25.29,1.0,5.3,19.57,0,0.255,2.364,0,0.443,0.05,0.111,0.942
30550,2023-11-05 10:47:27,10,5,6,11,1,Z10,Clear,Medium,0,10.33,48.0,4.94,1.0,8.2,3.77,0,0.716,0.478,0,0.55,0.05,0.48,0.329
13855,2023-11-05 11:01:00,11,5,6,11,1,Z05,Clear,High,0,5.4,32.6,15.21,1.0,4.3,11.74,0,0.599,2.817,0,0.831,0.05,0.305,1.635
11064,2023-11-05 11:10:28,11,5,6,11,1,Z20,Clear,High,0,1.61,5.5,11.49,1.0,5.9,8.85,0,0.693,7.137,0,0.852,0.05,0.4,1.039
16004,2023-11-05 11:13:04,11,5,6,11,1,Z13,Cloudy,High,0,8.22,49.8,61.34,1.0,8.3,46.05,0,0.444,7.462,0,0.795,0.05,0.187,2.463
26058,2023-11-05 11:16:27,11,5,6,11,1,Z07,Rainy,High,0,5.63,36.2,16.88,1.0,7.6,12.82,0,0.65,2.998,0,0.842,0.13,0.314,1.096
2044,2023-11-05 11:21:58,11,5,6,11,1,Z09,Clear,High,0,9.04,54.7,11.65,1.0,4.6,8.5,0,0.875,1.289,0,0.894,0.05,0.661,1.617
13712,2023-11-05 12:09:36,12,5,6,11,1,Z06,Rainy,Low,0,8.22,29.4,12.47,1.18,6.7,9.78,0,1.005,1.517,0,0.386,0.13,0.406,1.467
32091,2023-11-05 12:09:59,12,5,6,11,1,Z04,Clear,Medium,1,9.9,43.5,27.31,1.0,5.8,21.69,0,0.736,2.759,0,0.554,0.05,0.319,2.752
41367,2023-11-05 12:11:17,12,5,6,11,1,Z16,Fog,Medium,0,8.34,36.4,29.45,1.0,9.1,22.4,0,0.93,3.531,0,0.599,0.05,0.592,2.289
10537,2023-11-05 12:11:27,12,5,6,11,1,Z12,Rainy,Medium,0,8.0,35.4,25.66,1.0,6.5,20.11,0,0.896,3.208,0,0.591,0.13,0.488,2.772
28580,2023-11-05 12:15:08,12,5,6,11,1,Z11,Clear,Medium,0,2.96,13.3,19.08,1.06,11.4,13.99,1,1.15,6.446,0,0.65,0.17,1.018,1.411
835,2023-11-05 12:15:18,12,5,6,11,1,Z09,Cloudy,Medium,0,7.32,34.5,12.18,1.17,5.6,9.26,0,1.023,1.664,0,0.621,0.05,0.773,1.692
19001,2023-11-05 12:17:12,12,5,6,11,1,Z03,Cloudy,High,0,10.96,68.2,34.47,1.28,8.1,24.89,0,1.455,3.145,0,1.028,0.05,1.338,4.471
13304,2023-11-05 12:18:38,12,5,6,11,1,Z08,Cloudy,High,0,5.34,33.2,22.8,1.0,2.9,16.71,0,0.687,4.27,0,0.851,0.05,0.312,3.959
35700,2023-11-05 12:42:47,12,5,6,11,1,Z10,Clear,Medium,0,15.3,68.2,9.86,1.0,8.9,7.88,0,0.855,0.644,0,0.582,0.05,0.573,0.757
37718,2023-11-05 12:42:58,12,5,6,11,1,Z04,Clear,Medium,0,12.89,60.7,29.86,1.0,6.1,23.13,0,0.602,2.317,0,0.524,0.05,0.261,2.283
17943,2023-11-05 12:59:26,12,5,6,11,1,Z17,Snow,High,0,5.15,30.2,31.53,1.0,6.0,22.8,0,0.815,6.122,0,0.88,0.13,0.369,3.097
45090,2023-11-05 13:21:33,13,5,6,11,1,Z20,Clear,Medium,0,0.5,2.0,4.1,1.0,9.0,3.24,0,0.944,8.2,0,0.602,0.05,0.545,0.34
11224,2023-11-05 13:27:34,13,5,6,11,1,Z05,Rainy,Low,0,4.25,16.6,11.57,1.0,7.5,8.43,0,0.85,2.722,0,0.35,0.13,0.433,0.955
19430,2023-11-05 13:38:01,13,5,6,11,1,Z11,Clear,High,0,3.86,22.4,31.21,1.29,10.1,24.1,1,1.106,8.085,0,0.948,0.17,0.979,2.639
35726,2023-11-05 13:56:04,13,5,6,11,1,Z13,Clear,Low,0,5.2,15.4,41.04,1.0,1.0,32.24,0,0.64,7.892,0,0.302,0.05,0.269,20.634
27391,2023-11-05 14:16:12,14,5,6,11,1,Z05,Clear,High,0,4.19,23.8,11.96,1.0,7.2,8.91,0,0.529,2.854,0,0.814,0.05,0.269,0.655
12022,2023-11-05 14:24:37,14,5,6,11,1,Z16,Clear,Medium,0,10.46,48.6,37.82,1.0,6.5,28.26,0,0.601,3.616,0,0.523,0.05,0.383,2.613
